Country,Location,Title,Company,Url,English,EducationLevel,YearsExperience,CompanyScore,SalaryUSD,CountryScore
Uruguay,"Montevideo, Montevideo, Uruguay",Programador Junior,FRIEDMAN,https://uy.linkedin.com/jobs/view/programador-junior-at-friedman-3309953554?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=q0fIXQCZfhrcwpeDKOAIFA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,4.079732078,2642,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Backend Developer,LumiQualis,https://uy.linkedin.com/jobs/view/backend-developer-at-lumiqualis-3325564663?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=Y6F2nojjMxcOuwyiliNnlg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,5.676881713,2125,28.9
Uruguay,Uruguay,Python Full Stack Developer - AI Projects,Solas IT Recruitment,https://uy.linkedin.com/jobs/view/python-full-stack-developer-ai-projects-at-solas-it-recruitment-3246926124?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=zYHuHjd8tXKYRbNBBNhR2w%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,7,5.793028966,2383,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Full Stack Engineer,marco,https://uy.linkedin.com/jobs/view/full-stack-engineer-at-marco-3315326995?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=ZbxAW7QMWJxkzga71t5hEw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,1,1,5,3.587442277,1555,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Head of data science 💻 📊 | 🏢Multinacional líder en Retail en Latam 🌎 | Montevideo📍,Prometeo Talent - Recruitment services for high-growth tech companies.,https://uy.linkedin.com/jobs/view/head-of-data-science-%F0%9F%92%BB-%F0%9F%93%8A-%F0%9F%8F%A2multinacional-l%C3%ADder-en-retail-en-latam-%F0%9F%8C%8E-montevideo%F0%9F%93%8D-at-prometeo-consultora-de-recursos-humanos-reclutamiento-y-selecci%C3%B3n-ti-atracci%C3%B3n-de-talento-3248764944?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=I2NWedQ%2BRwcgPxg%2BH%2BfVaA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,5,8.607886749,1814,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",IoT Project Developer,FRIEDMAN,https://uy.linkedin.com/jobs/view/iot-project-developer-at-friedman-3295089373?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=7AaWVD6iyitiFRHesX2PKQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,2.835354526,2125,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Software Engineer,UKG,https://uy.linkedin.com/jobs/view/software-engineer-at-ukg-3159525266?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=OCWwIyWMfHJvaJ%2FcFZo1Ag%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,8,1.149567679,2021,28.9
Uruguay,Uruguay,Senior Machine Learning Engineer,EPAM Systems,https://uy.linkedin.com/jobs/view/senior-machine-learning-engineer-at-epam-systems-3175575040?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=du8UUHBQAU%2FpVqRzTvy9Zw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,8,7.534025097,2280,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Software Engineer,McKinsey & Company,https://uy.linkedin.com/jobs/view/software-engineer-at-mckinsey-company-3126023452?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=jQBgpEFqG1zNdOTrsezolA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,6,5.28439723,2487,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Full Stack Developer,Modelit,https://uy.linkedin.com/jobs/view/full-stack-developer-at-modelit-3296679811?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=xQ9r0SkENXW77Q1s4AuUXg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,6,4.773782075,1969,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Software Engineer - Python and K8s,Canonical,https://uy.linkedin.com/jobs/view/software-engineer-python-and-k8s-at-canonical-3313549006?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=g5TjC4pOLgWrcChW6FL%2FWg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,5,2.567153091,1296,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Desarrollador de Software,SONDA,https://uy.linkedin.com/jobs/view/desarrollador-de-software-at-sonda-3294506465?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=utY1wA%2F7ibFAYh3d%2FQtCwA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,9,8.742475408,2953,28.9
Uruguay,"Montevideo, Uruguay",Programador full stack,SONDA,https://uy.linkedin.com/jobs/view/programador-full-stack-at-sonda-3306071612?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=ZWnhqINt8MbxlxOzpL3Anw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,8,4.031075897,2280,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Front-End Developer,Portrait,https://uy.linkedin.com/jobs/view/front-end-developer-at-portrait-3317521843?refId=%2B30%2Fx6OEVt1Xmu5zKPMOMg%3D%3D&trackingId=NGpcLo8MdDrdvH59%2F7bN1A%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,7.19121163,1451,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Python Developer - Remote,Zyte,https://uy.linkedin.com/jobs/view/python-developer-remote-at-zyte-3292915087?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=BdqT3pOhuBcWBhXEB%2FYj3Q%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,6,8.109072601,1710,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Desarrollador Junior [Python /React],FRIEDMAN,https://uy.linkedin.com/jobs/view/desarrollador-junior-python-react-at-friedman-3301053804?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=7ZYdh2ftkBbGtHDTDNLqnw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,7,4.728872033,2383,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Python Developer,FRIEDMAN,https://uy.linkedin.com/jobs/view/python-developer-at-friedman-3321040772?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=aVeBv5yw%2B0hj12Pj%2FuftVQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,5.024520629,1866,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Data Scientist - Remote - Latin America,FullStack Labs,https://uy.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231433?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=PmihQ%2Fc%2BHgxb4h8%2BSzMoPQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,5,4.101646138,1814,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Sr Data Scientist👨💻 | 🏢Multinacional líder en Retail en Latam 🌎 | Montevideo📍,Prometeo Talent - Recruitment services for high-growth tech companies.,https://uy.linkedin.com/jobs/view/sr-data-scientist%F0%9F%91%A8%E2%80%8D%F0%9F%92%BB-%F0%9F%8F%A2multinacional-l%C3%ADder-en-retail-en-latam-%F0%9F%8C%8E-montevideo%F0%9F%93%8D-at-prometeo-consultora-de-recursos-humanos-reclutamiento-y-selecci%C3%B3n-ti-atracci%C3%B3n-de-talento-3248770156?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=PIb6o2C9sBaYniTsOJYYiQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,0.20229472,2642,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Desarrollador Python Backend,FRIEDMAN,https://uy.linkedin.com/jobs/view/desarrollador-python-backend-at-friedman-3306666692?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=AgdJhJAb4wrcZHw7qNLhng%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,6,4.317064124,1969,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",ReactJS Developer,KAIZEN Softworks,https://uy.linkedin.com/jobs/view/reactjs-developer-at-kaizen-softworks-3313175422?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=A5kGGKjuJz6MB2d6xeOn%2Fg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,5,7.010025375,1296,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Desarrollador RPA,FRIEDMAN,https://uy.linkedin.com/jobs/view/desarrollador-rpa-at-friedman-3284072009?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=i7kRUZtzWlVWyux4djBXXg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,0,6,11,6.515662316,3264,28.9
Uruguay,Uruguay,Senior Machine Learning Engineer,EPAM Systems,https://uy.linkedin.com/jobs/view/senior-machine-learning-engineer-at-epam-systems-3175575040?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=aS5FMHR%2BtJuDGpzMvD9byQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,4.310604133,2124,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Programador Junior,FRIEDMAN,https://uy.linkedin.com/jobs/view/programador-junior-at-friedman-3309953554?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=s5%2F9%2BqQqg5iMwhkLdKQtXA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,4,5.578905593,1140,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Full Stack Engineer,marco,https://uy.linkedin.com/jobs/view/full-stack-engineer-at-marco-3315326995?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=%2B1UY%2B8PJ%2F7FuCieySfCn2g%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,8.276069424,2642,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Ssr Automation Engineer 👨💻 Let's make an impact together,Octobot,https://uy.linkedin.com/jobs/view/ssr-automation-engineer-%F0%9F%91%A8%E2%80%8D%F0%9F%92%BB-let-s-make-an-impact-together-at-octobot-3320659706?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=cWcB1hnZ3PyggaabUNJeog%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,6.182039935,1451,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Frontend Developer - Remote,Zyte,https://uy.linkedin.com/jobs/view/frontend-developer-remote-at-zyte-3311792249?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=l%2FNS5LGss1DLRvsFzAmRew%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,8,3.064834991,2021,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",QA Automation Engineer (Remote),dLocal,https://uy.linkedin.com/jobs/view/qa-automation-engineer-remote-at-dlocal-3318543822?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=cDy%2BejgWM7Sm1vRrMl6MxQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,0.647848716,2124,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Backend Developer,LumiQualis,https://uy.linkedin.com/jobs/view/backend-developer-at-lumiqualis-3325564663?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=VGcXsf5QLtJ%2BM%2FkQl57z0Q%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,8,5.637193325,2280,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",IoT Project Developer,FRIEDMAN,https://uy.linkedin.com/jobs/view/iot-project-developer-at-friedman-3295089373?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=DhwX54SAarEkH5sjR6a71w%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,4,9.031218157,1658,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Front End Developer - Fraud (Remote),dLocal,https://uy.linkedin.com/jobs/view/front-end-developer-fraud-remote-at-dlocal-3318543784?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=Xw4%2FTtt3TaHG08OS4%2B1Thg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,5,6.499629877,2073,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Remote Solutions Engineer (JavaScript) - LATAM,MonetizeMore,https://uy.linkedin.com/jobs/view/remote-solutions-engineer-javascript-latam-at-monetizemore-3284461766?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=2IfiBaBMDyoBwmZd9mq8mQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,0,1,4,5.812214989,881,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Software Engineer - Python and K8s,Canonical,https://uy.linkedin.com/jobs/view/software-engineer-python-and-k8s-at-canonical-3313549006?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=P0TE0jLxf8SCPJRDekVbDA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,7,7.142971324,2124,28.9
Uruguay,Uruguay,Platform Data Engineer (LATAM),Demyst,https://uy.linkedin.com/jobs/view/platform-data-engineer-latam-at-demyst-3328628665?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=Q3HJ25Y0RsspxeCM%2BC3qZg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,6,1.958862361,1710,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Software Quality Assurance Engineer,Clockwork,https://uy.linkedin.com/jobs/view/software-quality-assurance-engineer-at-clockwork-3318543836?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=qXGLQQs6r%2BNZuuyKeKXvDA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,6,7.698423782,1969,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Test Automation Engineer,Globant,https://uy.linkedin.com/jobs/view/test-automation-engineer-at-globant-3305076567?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=Ko%2B1hKgt2inn8D79OMEBQw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,6,5.717566238,1710,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",IoT Solution Engineer,FRIEDMAN,https://uy.linkedin.com/jobs/view/iot-solution-engineer-at-friedman-3322823743?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=AaiX59wVuXeqBqcSdXKfGA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,1,1,6,2.364233022,1710,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",DevOps Engineer,marco,https://uy.linkedin.com/jobs/view/devops-engineer-at-marco-3315326989?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=oh%2F75OYNB1BWzr2yE%2BszvQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,5,5.368910294,1814,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Ssr Software Engineer 💻 Let's make an impact together,Octobot,https://uy.linkedin.com/jobs/view/ssr-software-engineer-%F0%9F%92%BB-let-s-make-an-impact-together-at-octobot-3320663296?refId=Ddw5CJhEevBSBWVboBpAVw%3D%3D&trackingId=RurwuMmGhWNx4d4s3ZmZUA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,0.586968969,1865,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Python Developer - Remote,Zyte,https://uy.linkedin.com/jobs/view/python-developer-remote-at-zyte-3292915087?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=vv5MAUSz3Ng1y%2BBddFRNAg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,7,4.658831312,2124,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Desarrollador Junior [Python /React],FRIEDMAN,https://uy.linkedin.com/jobs/view/desarrollador-junior-python-react-at-friedman-3301053804?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=vS6S2D6xEirbfb1QgROTbg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,6.272499335,1866,28.9
Uruguay,Uruguay,Data Scientist - Remote - Latin America,FullStack Labs,https://uy.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231435?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=hssyoWR8VNsd0ZmpMG1JIw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,1,5,11,4.260234375,3523,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Data Scientist - Remote - Latin America,FullStack Labs,https://uy.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231433?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=RnRoRThh7QfgrU5ASnCNLw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,1,5,9,2.182662621,3212,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Python Developer,FRIEDMAN,https://uy.linkedin.com/jobs/view/python-developer-at-friedman-3321040772?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=T5CLjkSS7HpzwSSrFkj8IA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,7,6.93603749,2383,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Sr Data Scientist👨💻 | 🏢Multinacional líder en Retail en Latam 🌎 | Montevideo📍,Prometeo Talent - Recruitment services for high-growth tech companies.,https://uy.linkedin.com/jobs/view/sr-data-scientist%F0%9F%91%A8%E2%80%8D%F0%9F%92%BB-%F0%9F%8F%A2multinacional-l%C3%ADder-en-retail-en-latam-%F0%9F%8C%8E-montevideo%F0%9F%93%8D-at-prometeo-consultora-de-recursos-humanos-reclutamiento-y-selecci%C3%B3n-ti-atracci%C3%B3n-de-talento-3248770156?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=%2Bo4N3x%2FIybEbVVqkjRIBBQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,6,5.121995205,1969,28.9
Uruguay,Uruguay,Python Full Stack Developer - AI Projects,Solas IT Recruitment,https://uy.linkedin.com/jobs/view/python-full-stack-developer-ai-projects-at-solas-it-recruitment-3246926124?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=gPBS%2BAvpOaj1Z6SZTit9Vg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,6,5.040581262,1710,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Desarrollador Python Backend,FRIEDMAN,https://uy.linkedin.com/jobs/view/desarrollador-python-backend-at-friedman-3306666692?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=EyoO4K4DF04InvHzPhLKZQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,8,1.331373495,2021,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",ReactJS Developer,KAIZEN Softworks,https://uy.linkedin.com/jobs/view/reactjs-developer-at-kaizen-softworks-3313175422?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=3kNLL9rY2WUO9Y2Urg7O8w%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,1.707414545,1451,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Programador Python Odoo,Acceleanation,https://uy.linkedin.com/jobs/view/programador-python-odoo-at-acceleanation-2922724549?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=SfJCXqF5F8MU1RzOVlAnhg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,5,4.864286572,1814,28.9
Uruguay,Uruguay,Senior Machine Learning Engineer,EPAM Systems,https://uy.linkedin.com/jobs/view/senior-machine-learning-engineer-at-epam-systems-3175575040?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=mKRAwoKVJv%2BwNIQUGboRSg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,8,2.664304887,2280,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Programador Junior,FRIEDMAN,https://uy.linkedin.com/jobs/view/programador-junior-at-friedman-3309953554?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=77sMexKACz4xvUuWc9ixEA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,6,6.451757865,1969,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Full Stack Engineer,marco,https://uy.linkedin.com/jobs/view/full-stack-engineer-at-marco-3315326995?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=WtIehOaMs%2B9DWqsr4SE79Q%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,8,5.942084291,2798,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Ssr Automation Engineer 👨💻 Let's make an impact together,Octobot,https://uy.linkedin.com/jobs/view/ssr-automation-engineer-%F0%9F%91%A8%E2%80%8D%F0%9F%92%BB-let-s-make-an-impact-together-at-octobot-3320659706?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=BVXtgekg1R4DRy3o0xKoYQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,8,3.2181954,2539,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Frontend Developer - Remote,Zyte,https://uy.linkedin.com/jobs/view/frontend-developer-remote-at-zyte-3311792249?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=MF0LQwO8JpVDZmI0qjaZSg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,6,5.009078124,1710,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",QA Automation Engineer (Remote),dLocal,https://uy.linkedin.com/jobs/view/qa-automation-engineer-remote-at-dlocal-3318543822?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=OLWuaFQJb2gYMmg%2FZokuIQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,8,3.8675345,2539,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Software Engineer - Python and K8s,Canonical,https://uy.linkedin.com/jobs/view/software-engineer-python-and-k8s-at-canonical-3313549006?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=tMEOUuyFJbFk1n9b9xluZg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,4.827441735,1865,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Backend Developer,LumiQualis,https://uy.linkedin.com/jobs/view/backend-developer-at-lumiqualis-3325564663?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=wJp7d1a42NyFDkqfqtD4uA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,2.123549751,2125,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Front End Developer - Fraud (Remote),dLocal,https://uy.linkedin.com/jobs/view/front-end-developer-fraud-remote-at-dlocal-3318543784?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=Roxx7S9uXhNpCEHVpX5y8g%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,6.301017276,1866,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",IoT Project Developer,FRIEDMAN,https://uy.linkedin.com/jobs/view/iot-project-developer-at-friedman-3295089373?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=jEkOhE5kGYtuIfOadyF%2F4g%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,8,3.240883548,2280,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Desarrollador RPA,FRIEDMAN,https://uy.linkedin.com/jobs/view/desarrollador-rpa-at-friedman-3284072009?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=qw%2FIMF2aFI%2Bn6PP1NZQJgw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,8,8.5538361,2021,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Remote Solutions Engineer (JavaScript) - LATAM,MonetizeMore,https://uy.linkedin.com/jobs/view/remote-solutions-engineer-javascript-latam-at-monetizemore-3284461766?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=vZwx5a%2BcTjo3CXzZ9G6DKQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,6,7.898055573,1969,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Software Quality Assurance Engineer,Clockwork,https://uy.linkedin.com/jobs/view/software-quality-assurance-engineer-at-clockwork-3318543836?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=qcfKkXElPHNEGFicCAavzg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,1,5,8,0.56914121,3057,28.9
Uruguay,Uruguay,Platform Data Engineer (LATAM),Demyst,https://uy.linkedin.com/jobs/view/platform-data-engineer-latam-at-demyst-3328628665?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=RBzze2cYbBt6rCBtweQrpQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,7.402853393,2642,28.9
Uruguay,"Montevideo, Montevideo, Uruguay",Test Automation Engineer,Globant,https://uy.linkedin.com/jobs/view/test-automation-engineer-at-globant-3305076567?refId=q3V0Itl9VhQ9tsU11sAKeg%3D%3D&trackingId=ev8sc1iOwdqnPLfUqXumhw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,4.422714421,2642,28.9
Paraguay,Paraguay,Data Scientist,United Latino Students Association,https://py.linkedin.com/jobs/view/data-scientist-at-united-latino-students-association-3323308216?refId=OEhNyv9uAT9o68TF6vjv%2Fg%3D%3D&trackingId=Z9kWYDgcH61cL4hlyVkClg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,6.419980483,1448,22.44
Paraguay,"Asunción, Paraguay",Developer,EXCELSIS,https://py.linkedin.com/jobs/view/developer-at-excelsis-3307048431?refId=OEhNyv9uAT9o68TF6vjv%2Fg%3D%3D&trackingId=5AY4TbL%2BVtAMl%2FyiXsBLnA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,5.05105277,1127,22.44
